spectral_flux_midhf,residual_crest_factor,edge_spike_ratio,midband_residual_ratio,cycle_nmse,peak_fluct_cv,thd_i,hf_energy_delta,zcv,abs_irms_zscore_vs_baseline,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms,uptime_ms,model_pred,feat_valid,current_valid,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version,device_family,device_name,trial_number,division_tag,notes,trusted_normal_session
33.594646,11.080153,-4.75069,-52.943077,0.140487,0.971184,32.817,17.381294,0.881155,0.092227,223.693,4.389238,27.241,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547860025,923434,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.888107,12.828821,-2.374632,-46.169846,23.198418,0.821297,35.3374,16.94347,1.025151,0.63887,223.922,4.164906,27.241,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547860081,923530,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
39.750259,8.704386,-7.244125,-42.116524,138.426025,1.63472,28.0233,16.01012,2.216447,0.12158,223.923,4.18459,27.246,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547860558,923912,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
34.111294,10.74222,-5.802848,-44.252602,4.995193,1.182647,4.9239,15.850742,0.553782,0.095295,223.923,4.216492,27.246,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547860574,924009,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.031254,4.995393,-11.276475,-50.807041,0.133145,1.05112,58.7676,16.600174,0.062616,0.089253,223.923,4.189072,27.244,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861028,924403,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
34.427925,4.553824,-19.003349,-51.901901,0.098406,1.96316,30.7783,16.830954,0.228459,0.009782,223.923,4.19235,27.244,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861055,924496,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
32.145359,10.112629,-5.22992,-47.932568,10.892803,0.599622,4.2092,15.611946,1.010159,0.452282,223.256,4.129812,27.248,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861432,924877,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
34.026955,5.576505,-9.077522,-51.1031,10.291335,1.464407,12.6575,17.155602,1.099572,0.355641,223.256,4.247311,27.248,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861527,924974,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.204887,9.500041,-5.094626,-34.960304,6.778823,1.006226,0,16.140961,0.654727,0.200357,222.573,4.315389,27.248,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861625,925075,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.897236,10.93358,-4.46834,-47.243176,2.556334,2.059163,18.2917,15.911316,0.635418,0.329711,222.573,4.042989,27.252,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861841,925271,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.823883,5.054935,-10.77374,-52.712292,3.986179,0.403171,20.4725,16.804932,1.223644,0.593723,222.573,4.235023,27.252,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547861922,925366,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
37.479874,4.579382,-15.559807,-51.346645,1.253603,0.70982,14.8674,17.022573,1.215689,0.123956,222.573,4.193027,27.252,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862018,925464,0,1,1,0,18,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
33.327282,4.73505,-10.326079,-50.987122,29.088753,0.356669,9.582,16.533396,1.144072,0.12669,222.004,4.235524,27.252,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862127,925566,1,1,1,0,9,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
38.61644,10.95991,-7.862555,-51.126461,3.362876,1.213729,36.9749,16.932003,0.837464,0.144903,222.004,4.10764,27.247,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862380,925764,1,1,1,0,12,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
31.97047,7.844385,-7.808493,-50.421467,5.886423,0.557797,34.0752,17.119184,0.659575,0.402093,222.004,4.239773,27.247,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862406,925859,1,1,1,0,14,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
34.31601,4.707741,-10.735796,-51.66029,2.806241,1.251427,12.0151,17.069214,1.14473,0.168548,222.004,4.182604,27.247,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862515,925951,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
33.090504,7.756145,-6.968704,-51.959206,24.362293,1.069501,31.4687,16.948816,1.121794,0.05255,222.004,4.200188,27.247,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862609,926051,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
35.454185,13.191524,-2.10836,-50.940228,0.215866,1.655468,1.6797,16.825642,0.664152,0.523869,221.483,4.360894,27.251,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547862883,926347,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
39.758396,11.982626,-2.720281,-52.778645,0.87175,1.703936,57.7609,17.275387,0.602478,0.026154,221.483,4.370018,27.251,0,vacuum_cleaner,sess_1775547831975__steady_02,1775547863005,926439,1,1,1,0,20,32768,0,4,universal_motor,vacuum_cleaner,2,steady,,0
