spectral_flux_midhf,residual_crest_factor,edge_spike_ratio,midband_residual_ratio,cycle_nmse,peak_fluct_cv,thd_i,hf_energy_delta,zcv,abs_irms_zscore_vs_baseline,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms,uptime_ms,model_pred,feat_valid,current_valid,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version
0,0,0,0,0,0,0,0,0,0,228.365,0,27.632,0,Electric_Kettle,sess_1775549807051__start_01,1775549822653,29316,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,0,27.629,0,Electric_Kettle,sess_1775549807051__start_01,1775549822951,29577,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,0,27.629,0,Electric_Kettle,sess_1775549807051__start_01,1775549822968,29639,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,0,27.629,0,Electric_Kettle,sess_1775549807051__start_01,1775549823036,29703,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,0,27.629,0,Electric_Kettle,sess_1775549807051__start_01,1775549823117,29771,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,0,27.629,0,Electric_Kettle,sess_1775549807051__start_01,1775549823171,29840,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,228.495,2.750109,27.625,0,Electric_Kettle,sess_1775549807051__start_01,1775549823431,30038,0,0,1,0,0,32768,0,4
0,4.471324,18.433317,-19.192305,10.517742,0.779954,2.0832,15.671305,0.803383,25,228.652,5.726932,27.625,0,Electric_Kettle,sess_1775549807051__start_01,1775549823474,30110,0,1,1,0,0,32768,0,4
32.15451,9.547408,-6.263335,-62.629757,1.612482,0.002126,0.6436,15.555407,0.870934,0.448998,228.652,5.932642,27.625,0,Electric_Kettle,sess_1775549807051__start_01,1775549823566,30204,0,1,1,0,0,32768,0,4
30.511761,3.930723,-13.583611,-63.204727,4.149024,0.080481,0.4781,14.764756,0.668194,0.224077,228.652,5.826293,27.625,0,Electric_Kettle,sess_1775549807051__start_01,1775549823673,30303,0,1,1,0,0,32768,0,4
30.628771,12.699189,-4.570345,-64.075363,0.062488,0.040563,0.7594,15.155167,0.268254,0.215425,228.652,5.870895,27.623,0,Electric_Kettle,sess_1775549807051__start_01,1775549823966,30599,0,1,1,0,0,32768,0,4
