epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,frame_dt_ms,compute_time_ms,timing_skew_ms,v_rms,i_rms,temp_c,abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,model_pred,label_arc,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,device_family,device_family_code,device_name,trial_number,division_tag,notes,trusted_normal_session,load_type,session_id,context_family_code_runtime,context_family_code_provisional,context_family_confidence,context_family_confidence_provisional,context_acquiring,context_latched,adc_fs_hz,feature_space_version,cycle_nmse,fs_err_hz,v_sag_pct,queue_drop_count,fault_state,arc_counter,auto_capture
1775803621995,1413536,1413536,1413572,1413586,1413623,100.006,14.19,87,228.225,5.629808,26.118,0.278804,0.128434,2.760934,1.732199,0.919051,5.610893,-49.129196,0.292729,38.070522,0,3.433191,0,8.903598,-11.77253,1,0,1,1,0,0,0,0,0,0,23958,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,28600.16,5,0,1600.156,0,0,0,0,0
1775803622095,1413636,1413636,1413674,1413686,1413715,100.015,11.636,79,228.225,5.691267,26.118,0.136458,0.061459,4.758023,4.737674,2.359317,4.2981,-50.529896,0.341736,33.772423,0,4.511505,0,11.262915,-10.257275,1,0,1,1,0,0,0,0,0,0,23963,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27442.78,5,0,442.783,0,0,0,0,0
1775803622195,1413736,1413736,1413774,1413786,1413798,100.008,11.728,62,228.048,5.646507,26.118,0.098308,0.04476,0.910695,5.693577,2.235187,3.986198,-49.680443,0.19692,37.758621,0,5.957211,0,9.027728,-8.902546,1,0,1,1,0,0,0,0,0,0,23969,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27404.59,5,0,404.592,0.2023,0,0,0,0
1775803622295,1413836,1413836,1413874,1413886,1413903,100.009,11.486,67,228.048,5.622875,26.118,0.052316,0.023632,2.967232,6.234178,1.734607,7.600739,-65.150124,0.32223,45.35936,0,7.323452,68.3537,10.762335,-7.485611,1,0,1,1,0,0,0,0,0,0,23975,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27332.18,5,0,332.176,0.1686,0,0,0,0
1775803622395,1413936,1413936,1413974,1413985,1414123,100.008,11.22,187,228.048,5.664956,26.13,0.093547,0.04208,4.234776,6.178967,0.647045,6.582561,-54.116158,0.752976,38.776798,0,7.692284,66.1137,11.40938,-6.856865,1,0,1,1,0,0,0,0,0,0,23978,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27529.84,5,0,529.842,0.1539,0,0,0,0
1775803622495,1414036,1414036,1414071,1414084,1414136,100.005,12.061,100,228.048,5.813618,26.13,0.328029,0.148662,6.683908,6.166752,3.980634,0.831516,-65.660873,0.186791,37.945282,0,9.15098,52.8117,7.428746,-5.673504,1,0,1,1,0,0,0,0,0,0,23979,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,29306.54,5,0,2306.545,0.1493,0,0,0,0
1775803622595,1414136,1414136,1414174,1414186,1414203,100.012,11.779,67,228.048,5.646864,26.13,0.35854,0.166753,0.504407,6.136268,4.488856,2.989433,-42.604652,0.288627,40.934715,0,9.96378,0,11.917603,-4.683119,1,0,1,1,0,0,0,0,0,0,23983,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27080.63,5,0,80.633,0.1322,0,0,0,0
1775803622695,1414236,1414236,1414274,1414286,1414308,100.008,11.82,72,228.048,5.723868,26.13,0.170456,0.077003,4.693696,6.368759,0.706888,6.952026,-49.275013,0.614331,33.982689,0,10.162326,0,12.624491,-4.231768,1,0,1,1,0,0,0,0,0,0,23989,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27311.04,5,0,311.037,0.1101,0,0,0,0
1775803622795,1414336,1414336,1414376,1414387,1414401,100.009,11.573,65,228.048,5.768401,26.13,0.097252,0.044533,0.608252,6.206631,0.658335,12.297661,-49.380032,0.978457,46.28035,0,10.340034,6.4124,11.966156,-3.796325,1,0,1,1,0,0,0,0,0,0,23994,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,26154.47,5,0,845.525,0.0946,0,0,0,0
1775803622895,1414436,1414436,1414474,1414485,1414642,100.011,11.201,206,227.902,5.68935,26.119,0.171301,0.079051,11.178267,6.154298,0.666584,6.348869,-56.945641,0.466915,39.93148,0,10.658927,57.1028,11.299572,-3.900721,1,0,1,1,0,0,0,0,0,0,23998,0,1,resistive_linear,0,electric_kettle,8,arc,unknown,0,electric_kettle,sess_1775803618362__arc_01,0,0,1,1,0,1,27227.53,5,0,227.525,0.0837,0,0,0,0
