spectral_flux_midhf,residual_crest_factor,edge_spike_ratio,midband_residual_ratio,cycle_nmse,peak_fluct_cv,thd_i,hf_energy_delta,zcv,abs_irms_zscore_vs_baseline,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms,uptime_ms,model_pred,feat_valid,current_valid,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version
37.585415,9.736915,-5.930058,-41.431408,69.374863,1.155592,18.1829,16.054562,2.184431,0.156704,224.811,4.362307,26.846,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548456939,1520311,1,1,1,0,20,32768,0,4
38.512569,12.392668,-3.258345,-49.624626,0.104706,0.398934,3.8771,15.136217,0.637726,0.159027,224.811,4.417805,26.846,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548456955,1520412,1,1,1,0,20,32768,0,4
34.52409,12.63661,-2.031786,-46.88522,35.146088,0.583251,74.3213,16.667906,1.034122,0.28602,224.811,4.407443,26.852,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548457439,1520889,1,1,1,0,20,32768,0,4
36.604458,13.025677,-1.717951,-43.723866,11.322496,0.235294,143.8351,16.225298,0.96531,0.185603,224.56,4.252897,26.857,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548457925,1521374,1,1,1,0,20,32768,0,4
40.708099,5.096757,-9.669236,-52.010376,17.507105,1.045563,25.8055,16.583178,0.866333,0.133454,224.559,4.298303,26.857,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548458023,1521472,1,1,1,0,20,32768,0,4
0,0,0,0,0,0,0,0,0,0,224.235,0,26.859,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548460939,1524399,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,224.235,0,26.859,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548460996,1524468,0,0,1,0,0,32768,0,4
0,0,0,0,0,0,0,0,0,0,224.235,0,26.863,0,Vacuum_Cleaner,sess_1775548390159__close_03,1775548461243,1524726,0,0,1,0,0,32768,0,4
