abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,v_sag_pct,cycle_nmse,fs_err_hz,v_rms,i_rms,temp_c,label_arc,device_family,device_name,trial_number,division_tag,notes,trusted_normal_session,load_type,session_id,epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,frame_dt_ms,compute_time_ms,timing_skew_ms,fft_size,hop_samples,queue_drop_count,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,device_family_code,context_family_code_runtime,context_family_code_provisional,context_family_confidence,context_family_confidence_provisional,context_acquiring,context_latched,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version
0.835612,0.372075,21.365906,4.726831,0.458634,8.667253,-52.045456,0.000000,16.042797,0.000000,9.763337,23.0504,8.604435,-4.197876,0.000000,0.000000,353.914,227.542,5.937963,27.951,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759459,1873834,1873814,1873834,1873840,1873944,29.000,6.188,130.000,512,256,0,331,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26646.09,0,7
0.004849,0.002232,44.647243,5.635321,2.725693,4.266964,-40.583015,0.000000,15.942274,0.000000,6.997751,15.5856,10.314726,-7.794342,0.000000,0.000000,2127.707,227.538,5.755029,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759518,1873893,1873872,1873893,1873899,1874343,59.000,6.313,471.000,512,256,0,333,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,24872.29,0,7
0.040488,0.018641,4.215294,5.970963,1.639061,1.124294,-54.733891,0.000000,17.066568,0.000000,4.518451,3.0417,8.675665,-10.865178,0.000000,0.000000,2408.387,227.538,5.736388,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759545,1873920,1873903,1873920,1873926,1874357,27.000,6.047,454.000,512,256,0,332,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29408.39,0,7
0.580486,0.266392,13.891484,4.299094,0.412080,9.489605,-62.039875,0.000000,26.556173,0.000000,9.493462,28.7894,8.263585,-4.847086,0.000000,0.000000,428.506,227.538,6.002780,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759575,1873950,1873931,1873950,1873957,1874378,30.000,6.205,447.000,512,256,0,333,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26571.49,0,7
0.489727,0.235178,7.051450,4.875257,1.824229,3.632256,-55.292900,0.000000,30.188429,0.000000,4.263688,5.2243,10.087814,-14.546183,0.000000,0.000000,2667.404,227.538,5.767601,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759604,1873979,1873962,1873979,1873985,1874400,29.000,5.960,438.000,512,256,0,334,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29667.40,0,7
0.042233,0.019487,30.640247,5.097711,0.298265,3.051119,-40.566059,0.000000,27.137310,0.000000,6.862483,21.7258,10.386080,-7.740746,0.000000,0.000000,149.289,227.538,5.787088,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759633,1874008,1873988,1874008,1874014,1874414,29.000,6.162,426.000,512,256,0,333,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26850.71,0,7
0.832916,0.385613,14.790805,3.670352,2.235687,6.474993,-49.760155,0.000000,20.662317,0.000000,6.982369,12.8221,8.150393,-8.137315,0.000000,0.000000,221.742,227.538,5.401475,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759662,1874037,1874018,1874037,1874044,1874435,29.000,6.653,417.000,512,256,0,334,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,27221.74,0,7
0.931759,0.402631,8.395711,4.359688,2.452865,5.190474,-53.641281,0.000000,25.852791,0.000000,5.562501,12.3774,10.603257,-8.355877,0.000000,0.000000,2376.328,227.538,5.804106,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759689,1874064,1874046,1874064,1874070,1874456,27.000,5.792,410.000,512,256,0,335,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29376.33,0,7
0.311866,0.144809,6.329609,4.924944,0.607591,5.619284,-50.735222,0.000000,31.472075,0.000000,10.780660,37.5764,11.210848,-3.013765,0.000000,0.000000,3574.129,227.538,5.659297,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759722,1874097,1874074,1874097,1874104,1874490,33.000,6.503,416.000,512,256,0,336,0,6,1,1,1,1,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,23425.87,0,7
0.614378,0.292974,5.549253,5.563533,2.936585,2.921841,-51.754726,0.000000,24.502384,0.000000,4.441367,5.8679,9.765082,-12.837952,0.000000,0.000000,1535.113,227.538,5.667803,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759779,1874154,1874135,1874154,1874160,1874525,57.000,6.566,390.000,512,256,0,338,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28535.11,0,7
0.315937,0.143254,10.606430,5.662097,0.331428,0.283993,-53.596657,0.000000,24.218391,0.000000,5.387815,16.5131,10.096510,-8.921904,0.000000,0.000000,1946.684,227.538,5.811057,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759806,1874181,1874163,1874181,1874187,1874547,27.000,5.950,384.000,512,256,0,339,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28946.68,0,7
1.241101,0.576970,43.594940,5.992919,0.309938,7.219234,-38.121189,0.000000,31.437626,0.000000,8.109411,27.2435,10.406448,-6.002454,0.000000,0.000000,1934.010,227.538,5.234087,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759837,1874212,1874191,1874212,1874218,1874561,31.000,6.325,370.000,512,256,0,340,0,6,1,1,1,1,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,25065.99,0,7
1.367614,0.572658,7.747719,6.264194,1.676079,1.497631,-51.653366,0.000000,32.935257,0.000000,6.751155,20.4076,12.082527,-9.349902,0.000000,0.000000,723.639,227.538,5.806745,27.955,-1,resistive_linear,electric_kettle,5,steady,unknown,0,electric_kettle,sess_1776063746206,1776063759865,1874240,1874221,1874240,1874246,1874582,28.000,6.094,361.000,512,256,0,341,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,27723.64,0,7
