abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,v_sag_pct,cycle_nmse,fs_err_hz,v_rms,i_rms,temp_c,label_arc,device_family,device_name,trial_number,division_tag,notes,trusted_normal_session,load_type,session_id,epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,frame_dt_ms,compute_time_ms,timing_skew_ms,fft_size,hop_samples,queue_drop_count,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,device_family_code,context_family_code_runtime,context_family_code_provisional,context_family_confidence,context_family_confidence_provisional,context_acquiring,context_latched,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version
0.058077,0.026602,20.147642,5.197501,1.138125,2.804491,-53.460827,0.000000,18.963831,0.000000,3.508113,21.4910,7.428126,-14.259439,0.000000,0.000000,399.115,226.093,5.752164,27.660,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944230,4058605,4058585,4058605,4058611,4058628,29.000,6.196,43.000,512,256,0,444,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26600.88,0,7
0.124139,0.056915,18.340496,5.746799,0.354193,3.885426,-41.666050,0.000000,19.887260,0.000000,8.111685,17.4179,8.566101,-6.431433,0.054640,0.000000,289.805,226.106,5.787887,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944288,4058663,4058643,4058663,4058669,4059086,58.000,6.109,443.000,512,256,0,446,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,27289.80,0,7
0.147576,0.068332,5.933342,5.812376,3.178133,7.589205,-56.243805,0.000000,27.476465,0.000000,10.470530,15.7605,11.744234,-3.420036,0.053003,0.000000,2650.227,226.106,5.856219,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944315,4058690,4058672,4058690,4058696,4059090,27.000,5.779,418.000,512,256,0,447,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29650.23,0,7
1.597568,0.748458,14.769803,6.116148,0.965723,5.059572,-48.816391,0.000000,32.536037,0.000000,7.503648,16.8486,10.778511,-7.628584,0.051413,0.000000,730.422,226.106,5.107761,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944344,4058719,4058699,4058719,4058726,4059112,29.000,6.660,413.000,512,256,0,448,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26269.58,0,7
1.929807,0.788561,8.036383,6.365242,2.121468,0.953291,-56.149132,0.000000,31.582747,0.000000,10.133917,21.0020,8.657043,-2.569936,0.049869,0.000000,2118.105,226.106,5.896322,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944373,4058748,4058730,4058748,4058754,4059135,29.000,6.034,405.000,512,256,0,449,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29118.11,0,7
0.211068,0.099562,7.538272,6.319498,3.453504,5.166544,-54.279865,0.000000,26.416203,0.000000,9.836002,22.9269,12.110547,-5.241755,0.048373,0.000000,1270.199,226.106,5.796760,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944401,4058776,4058757,4058776,4058782,4059149,28.000,6.394,392.000,512,256,0,450,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28270.20,0,7
0.088314,0.040955,14.696521,6.531989,0.083149,10.315636,-54.266430,0.000000,36.731838,0.000000,10.333391,22.0528,12.027398,-3.960908,0.046924,0.000000,1129.805,226.106,5.837715,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944433,4058808,4058789,4058808,4058814,4059171,32.000,6.120,382.000,512,256,0,451,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28129.80,0,7
0.590632,0.266056,8.964826,6.394109,0.434816,4.606760,-55.789761,0.000000,24.526390,0.000000,8.955029,21.9868,12.262772,-4.822184,0.044154,0.000000,1701.029,226.106,5.896784,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944489,4058864,4058846,4058864,4058870,4059226,56.000,6.039,380.000,512,256,0,453,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28701.03,0,7
0.059036,0.027850,8.732854,6.343170,0.333118,4.237783,-54.518250,0.000000,28.764174,0.000000,10.489861,20.8740,11.929653,-3.830281,0.042833,0.000000,1987.148,226.106,5.868935,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944516,4058891,4058873,4058891,4058897,4059246,27.000,5.964,373.000,512,256,0,452,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28987.15,0,7
0.773206,0.363032,10.933917,4.567082,1.117844,0.739017,-52.074104,0.000000,29.503191,0.000000,6.303549,24.6937,10.811810,-9.010296,0.041545,0.000000,572.133,226.106,5.505902,27.677,-1,resistive_linear,electric_kettle,7,steady,unknown,0,electric_kettle,sess_1776065930879,1776065944546,4058921,4058902,4058921,4058928,4059262,30.000,6.228,360.000,512,256,0,453,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26427.87,0,7
