abs_irms_zscore_vs_baseline,delta_irms_abs,halfcycle_asymmetry,suspicious_run_energy,delta_hf_energy,delta_flux,midband_residual_ratio,zcv,spectral_flux_midhf,peak_fluct_cv,residual_crest_factor,thd_i,hf_energy_delta,edge_spike_ratio,v_sag_pct,cycle_nmse,fs_err_hz,v_rms,i_rms,temp_c,label_arc,device_family,device_name,trial_number,division_tag,notes,trusted_normal_session,load_type,session_id,epoch_ms,uptime_ms,frame_start_uptime_ms,frame_end_uptime_ms,feature_compute_end_uptime_ms,log_enqueue_uptime_ms,frame_dt_ms,compute_time_ms,timing_skew_ms,fft_size,hop_samples,queue_drop_count,suspicious_run_len,invalid_loaded_run_len,restrike_count_short,model_pred,feat_valid,current_valid,sampling_quality_bad,invalid_loaded_flag,invalid_off_flag,relay_blank_active,turnon_blank_active,transient_blank_active,device_family_code,context_family_code_runtime,context_family_code_provisional,context_family_confidence,context_family_confidence_provisional,context_acquiring,context_latched,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version
0.366356,0.168490,21.570572,5.014454,1.517068,2.952559,-54.066101,0.000000,23.687574,0.000000,9.801575,20.4203,7.762442,-4.720510,0.063248,0.000000,904.787,224.303,5.580364,27.489,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118119,232494,232474,232494,232501,232536,29.000,6.271,62.000,512,256,0,357,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26095.21,0,7
0.353248,0.157701,13.305113,5.461852,0.223530,6.424089,-57.199646,0.000000,17.263485,0.000000,4.705050,19.1482,7.538912,-9.680265,0.000000,0.000000,1615.129,224.329,5.738064,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118147,232522,232504,232522,232528,232909,28.000,6.051,405.000,512,256,0,358,0,6,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28615.13,0,7
1.172192,0.538090,42.913197,5.828719,2.363604,2.242929,-43.892918,0.000000,19.506414,0.000000,8.644035,23.2830,9.902515,-5.926476,0.000000,0.000000,1411.715,224.329,5.199974,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118177,232552,232531,232552,232559,232926,30.000,6.734,395.000,512,256,0,359,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,25588.29,0,7
1.161174,0.483047,7.746054,6.129550,1.495310,6.720795,-52.207092,0.000000,26.227209,0.000000,4.223437,7.9109,11.397825,-12.579990,0.000000,0.000000,2457.162,224.329,5.683021,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118204,232579,232561,232579,232585,232948,27.000,5.820,387.000,512,256,0,360,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,29457.16,0,7
0.451502,0.205272,10.496597,6.376231,3.715610,1.551327,-41.570702,0.000000,27.778536,0.000000,9.973541,20.0229,7.682216,-3.850291,0.000000,0.000000,223.121,224.329,5.888293,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118235,232610,232591,232610,232616,232970,31.000,6.139,379.000,512,256,0,361,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,27223.12,0,7
0.381615,0.172212,37.878082,6.494378,0.913323,2.262150,-38.731461,0.000000,27.997082,0.000000,12.361469,37.7422,10.287743,-0.368595,0.000000,0.000000,3381.432,224.329,5.813089,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118295,232670,232647,232670,232677,233005,60.000,6.456,358.000,512,256,0,363,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,23618.57,0,7
0.001613,0.000750,9.926263,6.675390,0.981806,1.852106,-55.986984,0.000000,26.144976,0.000000,8.407945,23.1420,9.305937,-5.890389,0.000000,0.000000,1419.160,224.329,5.813839,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118323,232698,232680,232698,232704,233019,28.000,6.113,339.000,512,256,0,362,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28419.16,0,7
0.482170,0.224261,17.312370,4.806281,0.937061,1.677666,-46.041687,0.000000,27.822641,0.000000,10.574408,19.1005,10.242998,-3.609705,0.000000,0.000000,888.816,224.329,5.589578,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118353,232728,232707,232728,232734,233060,30.000,6.217,353.000,512,256,0,363,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,26111.18,0,7
0.321089,0.143580,10.076203,5.291150,0.152357,3.892408,-55.015457,0.000000,23.930233,0.000000,6.645546,18.0794,10.395355,-7.522523,0.000000,0.000000,1957.695,224.329,5.733159,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118381,232756,232738,232756,232762,233074,28.000,5.995,336.000,512,256,0,364,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,28957.70,0,7
0.950092,0.435763,45.484699,5.688743,1.221873,0.621696,-37.391525,0.000000,24.551929,0.000000,8.512311,25.1228,9.173482,-6.020332,0.000000,0.000000,1348.418,224.329,5.297395,27.479,-1,resistive_linear,electric_kettle,2,arc,unknown,0,electric_kettle,sess_1776062102579,1776062118411,232786,232765,232786,232793,233095,30.000,6.697,330.000,512,256,0,365,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1.0000,1.0000,0,1,0,0,25651.58,0,7
