cycle_nmse,zcv,zc_dwell_ratio,cycle_rms_drop_ratio,peak_fluct_cv,midband_residual_rms,hf_band_energy_ratio,spec_entropy,neg_dip_event_ratio,irms_drop_vs_baseline,thd_i,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms,model_pred,feat_valid,current_valid,fault_state,arc_counter,adc_fs_hz,auto_capture,rf_train_row,sample_weight,source_priority,source_kind,legacy_pulse_feature,_source_file,transition_normal,_feature_sig
0.02438,0.533161,0.201026,0.013205,0.000992,0.026088,0.209997,0.537983,0.0,0.0,11.5612,217.266,5.672822,24.945,1,Water_Heater,waterheater_1__sess_1775216629949,1775216658339,0,1,1,0,0,37068.88,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0244|0.5332|0.201|0.0132|0.001|0.0261|0.21|0.538|0.0|0.0|y=1
0.996394,6.353831,0.175505,0.286205,0.000831,0.059356,0.219868,0.466834,0.0,0.1963954518763868,35.8239,217.266,4.54837,24.945,1,Water_Heater,waterheater_1__sess_1775216629949,1775216658461,0,1,1,0,0,37650.87,0,1,5.0,3,real,0,waterheater_1.csv,0,0.9964|6.3538|0.1755|0.2862|0.0008|0.0594|0.2199|0.4668|0.0|0.1964|y=1
0.996394,6.353831,0.175505,0.286205,0.000831,0.059356,0.219868,0.466834,0.0,0.1945652094996031,35.8239,217.266,4.54837,24.945,1,Water_Heater,waterheater_1__sess_1775216629949,1775216658503,0,1,1,0,0,37650.87,0,1,5.0,3,real,0,waterheater_1.csv,0,0.9964|6.3538|0.1755|0.2862|0.0008|0.0594|0.2199|0.4668|0.0|0.1946|y=1
0.04007,0.563147,0.186667,0.018709,0.000916,0.105697,0.196092,0.543761,0.0,0.0,44.0607,217.266,5.760662,24.945,1,Water_Heater,waterheater_1__sess_1775216629949,1775216658628,0,1,1,0,0,36731.47,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0401|0.5631|0.1867|0.0187|0.0009|0.1057|0.1961|0.5438|0.0|0.0|y=1
0.014285,0.461315,0.193846,0.019324,0.000905,0.029352,0.169714,0.46477,0.0,0.0011542771341632,14.936,216.266,5.715591,25.045,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671499,0,1,1,0,0,37366.47,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0143|0.4613|0.1938|0.0193|0.0009|0.0294|0.1697|0.4648|0.0|0.0012|y=1
0.71857,5.60052,0.175,0.119658,0.00099,0.107708,0.256625,0.645602,0.0,0.2346347451223271,12.5606,216.266,4.37957,25.045,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671659,0,1,1,0,0,37094.06,0,1,5.0,3,real,0,waterheater_1.csv,0,0.7186|5.6005|0.175|0.1197|0.001|0.1077|0.2566|0.6456|0.0|0.2346|y=1
0.71857,5.60052,0.175,0.119658,0.00099,0.107708,0.256625,0.645602,0.0,0.2341927682339249,12.5606,216.266,4.37957,25.045,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671699,0,1,1,0,0,37094.06,0,1,5.0,3,real,0,waterheater_1.csv,0,0.7186|5.6005|0.175|0.1197|0.001|0.1077|0.2566|0.6456|0.0|0.2342|y=1
0.71857,5.60052,0.175,0.119658,0.00099,0.107708,0.256625,0.645602,0.0,0.2337502805921557,12.5606,216.266,4.37957,25.045,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671739,0,1,1,0,0,37094.06,0,1,5.0,3,real,0,waterheater_1.csv,0,0.7186|5.6005|0.175|0.1197|0.001|0.1077|0.2566|0.6456|0.0|0.2338|y=1
0.195488,2.556905,0.207831,0.3353,0.026502,0.04486,0.208687,0.348784,0.0,0.0440099202707088,15.058,216.266,5.455355,25.053,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671820,0,1,1,0,0,37288.23,0,1,5.0,3,real,0,waterheater_1.csv,0,0.1955|2.5569|0.2078|0.3353|0.0265|0.0449|0.2087|0.3488|0.0|0.044|y=1
0.195488,2.556905,0.207831,0.3353,0.026502,0.04486,0.208687,0.348784,0.0,0.0424840857344853,15.058,216.266,5.455355,25.053,1,Water_Heater,waterheater_1__sess_1775216629949,1775216671860,0,1,1,0,0,37288.23,0,1,5.0,3,real,0,waterheater_1.csv,0,0.1955|2.5569|0.2078|0.3353|0.0265|0.0449|0.2087|0.3488|0.0|0.0425|y=1
0.048672,0.594545,0.18981,0.025501,0.002806,0.036591,0.197586,0.420868,0.0,0.0072311635364773,14.2343,215.491,5.690341,25.073,1,Water_Heater,waterheater_1__sess_1775216629949,1775216673407,0,1,1,0,0,37639.79,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0487|0.5945|0.1898|0.0255|0.0028|0.0366|0.1976|0.4209|0.0|0.0072|y=1
0.048672,0.594545,0.18981,0.025501,0.002806,0.036591,0.197586,0.420868,0.0,0.5304751736739763,14.2343,215.491,2.691217,25.073,1,Water_Heater,waterheater_1__sess_1775216629949,1775216673567,0,1,1,0,0,37639.79,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0487|0.5945|0.1898|0.0255|0.0028|0.0366|0.1976|0.4209|0.0|0.5305|y=1
0.014819,0.496432,0.2,0.02088,0.000778,0.026149,0.171314,0.515372,0.0,0.0107599286464778,3.2584,215.491,5.658978,25.073,1,Water_Heater,waterheater_1__sess_1775216629949,1775216673768,0,1,1,0,0,37540.1,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0148|0.4964|0.2|0.0209|0.0008|0.0261|0.1713|0.5154|0.0|0.0108|y=1
0.014819,0.496432,0.2,0.02088,0.000778,0.026149,0.171314,0.515372,0.0,0.0055116204810923,3.2584,215.99,5.658978,25.073,1,Water_Heater,waterheater_1__sess_1775216629949,1775216673808,0,1,1,0,0,37540.1,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0148|0.4964|0.2|0.0209|0.0008|0.0261|0.1713|0.5154|0.0|0.0055|y=1
0.020014,0.542585,0.205128,0.009656,0.0012,0.037683,0.196515,0.612452,0.0,0.0067722962450401,11.6055,218.068,5.69849,25.176,1,Water_Heater,waterheater_1__sess_1775216629949,1775216685312,0,1,1,0,0,37635.99,0,1,5.0,3,real,0,waterheater_1.csv,0,0.02|0.5426|0.2051|0.0097|0.0012|0.0377|0.1965|0.6125|0.0|0.0068|y=1
0.021649,0.575475,0.177333,0.014881,0.000746,0.032904,0.24041,0.427388,0.0,0.1121640758922462,0.0,218.068,5.093821,25.187,1,Water_Heater,waterheater_1__sess_1775216629949,1775216685473,0,1,1,0,0,37113.55,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0216|0.5755|0.1773|0.0149|0.0007|0.0329|0.2404|0.4274|0.0|0.1122|y=1
0.021649,0.575475,0.177333,0.014881,0.000746,0.032904,0.24041,0.427388,0.0,0.1101292995769209,0.0,218.238,5.093821,25.187,1,Water_Heater,waterheater_1__sess_1775216629949,1775216685510,0,1,1,0,0,37113.55,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0216|0.5755|0.1773|0.0149|0.0007|0.0329|0.2404|0.4274|0.0|0.1101|y=1
0.030249,0.646865,0.196923,0.02516,0.001214,0.0426,0.19524,0.502354,0.0,0.0,21.7804,218.238,5.736665,25.187,1,Water_Heater,waterheater_1__sess_1775216629949,1775216685628,0,1,1,0,0,37251.94,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0302|0.6469|0.1969|0.0252|0.0012|0.0426|0.1952|0.5024|0.0|0.0|y=1
0.030249,0.646865,0.196923,0.02516,0.001214,0.0426,0.19524,0.502354,0.0,0.001157607015532,21.7804,218.238,5.736665,25.187,1,Water_Heater,waterheater_1__sess_1775216629949,1775216685668,0,1,1,0,0,37251.94,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0302|0.6469|0.1969|0.0252|0.0012|0.0426|0.1952|0.5024|0.0|0.0012|y=1
0.233309,5.116518,0.18981,0.318865,0.001427,0.045161,0.250241,0.409202,1.0,0.0920530668119625,5.9465,221.506,5.154136,25.217,1,Water_Heater,waterheater_1__sess_1775216629949,1775216688845,1,1,1,0,1,37346.37,0,1,5.0,3,real,0,waterheater_1.csv,0,0.2333|5.1165|0.1898|0.3189|0.0014|0.0452|0.2502|0.4092|1.0|0.0921|y=1
0.017925,0.495165,0.188718,0.008849,0.001978,0.043695,0.196703,0.397051,0.0,0.0,29.9251,221.506,5.746256,25.217,1,Water_Heater,waterheater_1__sess_1775216629949,1775216689009,0,1,1,0,6,36978.19,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0179|0.4952|0.1887|0.0088|0.002|0.0437|0.1967|0.3971|0.0|0.0|y=1
0.53901,0.906513,0.216901,0.116179,0.043705,0.109146,0.252505,0.595848,0.0,0.3881359592059834,29.4566,223.444,3.482497,25.224,1,Water_Heater,waterheater_1__sess_1775216629949,1775216692297,0,1,1,0,0,37275.67,0,1,5.0,3,real,0,waterheater_1.csv,0,0.539|0.9065|0.2169|0.1162|0.0437|0.1091|0.2525|0.5958|0.0|0.3881|y=1
0.032724,0.627155,0.182817,0.004466,0.00107,0.08649,0.218607,0.591031,0.0,0.0045776718420891,10.7594,224.67,5.701365,25.265,1,Water_Heater,waterheater_1__sess_1775216629949,1775216696551,0,1,1,0,0,36883.29,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0327|0.6272|0.1828|0.0045|0.0011|0.0865|0.2186|0.591|0.0|0.0046|y=1
0.032724,0.627155,0.182817,0.004466,0.00107,0.08649,0.218607,0.591031,0.0,0.0044071502773982,10.7594,224.67,5.701365,25.265,1,Water_Heater,waterheater_1__sess_1775216629949,1775216696591,0,1,1,0,0,36883.29,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0327|0.6272|0.1828|0.0045|0.0011|0.0865|0.2186|0.591|0.0|0.0044|y=1
0.008792,0.543218,0.191795,0.01718,0.001621,0.033068,0.197737,0.496828,0.0,0.0036831608546985,15.8398,224.67,5.705511,25.265,1,Water_Heater,waterheater_1__sess_1775216629949,1775216696671,0,1,1,0,0,37355.9,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0088|0.5432|0.1918|0.0172|0.0016|0.0331|0.1977|0.4968|0.0|0.0037|y=1
0.008792,0.543218,0.191795,0.01718,0.001621,0.033068,0.197737,0.496828,0.0,0.0018449781029125,15.8398,224.67,5.705511,25.265,1,Water_Heater,waterheater_1__sess_1775216629949,1775216696711,0,1,1,0,0,37355.9,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0088|0.5432|0.1918|0.0172|0.0016|0.0331|0.1977|0.4968|0.0|0.0018|y=1
0.008792,0.543218,0.191795,0.01718,0.001621,0.033068,0.197737,0.496828,0.0,0.6199661759845991,15.8398,224.67,2.172295,25.265,1,Water_Heater,waterheater_1__sess_1775216629949,1775216696791,0,1,1,0,0,37355.9,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0088|0.5432|0.1918|0.0172|0.0016|0.0331|0.1977|0.4968|0.0|0.62|y=1
0.0,0.40423,0.123333,0.0,0.0,0.023785,0.284685,0.369233,0.0,0.4553781422908483,8.7323,225.087,3.107346,25.27,1,Water_Heater,waterheater_1__sess_1775216629949,1775216697066,0,1,1,0,0,37555.59,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0|0.4042|0.1233|0.0|0.0|0.0238|0.2847|0.3692|0.0|0.4554|y=1
0.0,0.40423,0.123333,0.0,0.0,0.023785,0.284685,0.369233,0.0,0.4550811618578594,8.7323,225.087,3.107346,25.27,1,Water_Heater,waterheater_1__sess_1775216629949,1775216697146,0,1,1,0,0,37555.59,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0|0.4042|0.1233|0.0|0.0|0.0238|0.2847|0.3692|0.0|0.4551|y=1
0.021626,0.477507,0.202051,0.023231,0.000794,0.032861,0.185626,0.436318,0.0,0.0,5.7939,225.087,5.719713,25.27,1,Water_Heater,waterheater_1__sess_1775216629949,1775216697302,0,1,1,0,0,37329.01,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0216|0.4775|0.2021|0.0232|0.0008|0.0329|0.1856|0.4363|0.0|0.0|y=1
0.020302,0.501656,0.201026,0.016402,0.001692,0.027998,0.208591,0.532571,0.0,0.016362206257823,4.9754,224.084,5.641899,25.283,1,Water_Heater,waterheater_1__sess_1775216629949,1775216698526,0,1,1,0,0,37166.09,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0203|0.5017|0.201|0.0164|0.0017|0.028|0.2086|0.5326|0.0|0.0164|y=1
0.020302,0.501656,0.201026,0.016402,0.001692,0.027998,0.208591,0.532571,0.0,0.7468501277557758,4.9754,223.095,1.452004,25.283,1,Water_Heater,waterheater_1__sess_1775216629949,1775216698721,0,1,1,0,0,37166.09,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0203|0.5017|0.201|0.0164|0.0017|0.028|0.2086|0.5326|0.0|0.7469|y=1
0.03742,0.468703,0.122222,0.002762,0.021526,0.045788,0.28296,0.398635,0.0,0.3051547199714377,42.3426,223.095,3.98968,25.283,1,Water_Heater,waterheater_1__sess_1775216629949,1775216698921,0,1,1,0,0,37055.46,0,1,5.0,3,real,0,waterheater_1.csv,0,0.0374|0.4687|0.1222|0.0028|0.0215|0.0458|0.283|0.3986|0.0|0.3052|y=1
0.050036,0.647019,0.194872,0.025576,0.000884,0.042041,0.243197,0.515036,0.0,0.0,11.0695,223.095,5.731689,25.283,1,Water_Heater,waterheater_1__sess_1775216629949,1775216699076,0,1,1,0,0,37296.04,0,1,5.0,3,real,0,waterheater_1.csv,0,0.05|0.647|0.1949|0.0256|0.0009|0.042|0.2432|0.515|0.0|0.0|y=1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.543,0.0,24.84,0,Water_Heater,waterheater_1__sess_1775216629949,1775216632225,0,0,1,0,0,37213.02,0,0,3.5,3,real,0,waterheater_1.csv,0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|y=0
0.0,0.710661,0.099315,0.0,0.0,0.034904,0.340189,0.491928,0.0,0.0,14.546,228.03,3.430078,24.837,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634278,0,1,1,0,0,36216.7,0,1,3.5,3,real,0,waterheater_1.csv,1,0.0|0.7107|0.0993|0.0|0.0|0.0349|0.3402|0.4919|0.0|0.0|y=0
0.015955,0.481101,0.2,0.02367,0.001926,0.035134,0.26431,0.499439,0.0,0.0,5.8226,228.03,5.781926,24.837,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634435,0,1,1,0,0,37404.0,0,1,3.5,3,real,0,waterheater_1.csv,1,0.016|0.4811|0.2|0.0237|0.0019|0.0351|0.2643|0.4994|0.0|0.0|y=0
0.012779,0.44553,0.195897,0.037369,0.001638,0.034821,0.205054,0.426017,0.0,0.0,30.2454,228.03,5.83404,24.837,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634630,0,1,1,0,0,36529.68,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0128|0.4455|0.1959|0.0374|0.0016|0.0348|0.2051|0.426|0.0|0.0|y=0
0.020399,0.535959,0.200207,0.024363,0.000816,0.040085,0.200263,0.406642,0.0,0.0123507895043571,6.6058,228.03,5.761985,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634791,0,1,1,0,0,37563.16,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0204|0.536|0.2002|0.0244|0.0008|0.0401|0.2003|0.4066|0.0|0.0124|y=0
0.020399,0.535959,0.200207,0.024363,0.000816,0.040085,0.200263,0.406642,0.0,0.0101402479620594,6.6058,227.958,5.761985,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634868,0,1,1,0,0,37563.16,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0204|0.536|0.2002|0.0244|0.0008|0.0401|0.2003|0.4066|0.0|0.0101|y=0
0.020399,0.535959,0.200207,0.024363,0.000816,0.040085,0.200263,0.406642,0.0,0.007919789021421,6.6058,227.958,5.761985,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634945,0,1,1,0,0,37563.16,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0204|0.536|0.2002|0.0244|0.0008|0.0401|0.2003|0.4066|0.0|0.0079|y=0
0.012837,0.462666,0.197802,0.024638,0.00156,0.028006,0.195095,0.473384,0.0,0.0025578587265148,10.1431,227.958,5.793127,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216634985,0,1,1,0,0,37745.59,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0128|0.4627|0.1978|0.0246|0.0016|0.028|0.1951|0.4734|0.0|0.0026|y=0
0.012837,0.462666,0.197802,0.024638,0.00156,0.028006,0.195095,0.473384,0.0,0.0035187419256986,10.1431,227.958,5.793127,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635025,0,1,1,0,0,37745.59,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0128|0.4627|0.1978|0.0246|0.0016|0.028|0.1951|0.4734|0.0|0.0035|y=0
0.06629,0.709289,0.199157,0.006915,0.001092,0.055857,0.199802,0.503855,0.0,9.54660752704561e-06,7.9203,227.958,5.813528,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635105,0,1,1,0,0,36311.73,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0663|0.7093|0.1992|0.0069|0.0011|0.0559|0.1998|0.5039|0.0|0.0|y=0
0.06629,0.709289,0.199157,0.006915,0.001092,0.055857,0.199802,0.503855,0.0,0.0017610543248169,7.9203,227.958,5.813528,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635145,0,1,1,0,0,36311.73,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0663|0.7093|0.1992|0.0069|0.0011|0.0559|0.1998|0.5039|0.0|0.0018|y=0
0.011559,0.500707,0.198974,0.015482,0.001208,0.033817,0.213397,0.432364,0.0,0.0066032668794035,4.4025,227.958,5.785328,24.831,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635556,0,1,1,0,0,37253.3,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0116|0.5007|0.199|0.0155|0.0012|0.0338|0.2134|0.4324|0.0|0.0066|y=0
0.100575,0.884436,0.188718,0.019473,0.00197,0.05675,0.24939,0.674369,0.0,0.0,69.832,227.284,5.842596,24.835,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635594,0,1,1,0,0,36870.34,0,1,3.5,3,real,0,waterheater_1.csv,0,0.1006|0.8844|0.1887|0.0195|0.002|0.0568|0.2494|0.6744|0.0|0.0|y=0
0.008503,0.50377,0.194805,0.008867,0.001325,0.054085,0.241522,0.566232,0.0,0.0044116068590364,7.4325,227.284,5.787881,24.835,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635757,0,1,1,0,0,37723.34,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0085|0.5038|0.1948|0.0089|0.0013|0.0541|0.2415|0.5662|0.0|0.0044|y=0
0.02125,0.473664,0.193846,0.010005,0.001793,0.03448,0.219408,0.401911,0.0,0.0010706063512551,36.061,227.284,5.807304,24.835,0,Water_Heater,waterheater_1__sess_1775216629949,1775216635917,0,1,1,0,0,37304.87,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0213|0.4737|0.1938|0.01|0.0018|0.0345|0.2194|0.4019|0.0|0.0011|y=0
0.030112,0.655002,0.196923,0.015891,0.0021,0.026473,0.199678,0.565525,0.0,0.0,42.8594,227.284,5.820972,24.835,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636074,0,1,1,0,0,37157.66,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0301|0.655|0.1969|0.0159|0.0021|0.0265|0.1997|0.5655|0.0|0.0|y=0
0.016263,0.422524,0.196923,0.023567,0.001537,0.032838,0.197027,0.439071,0.0,0.0069582880659794,11.9596,226.273,5.780468,24.84,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636232,0,1,1,0,0,37230.27,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0163|0.4225|0.1969|0.0236|0.0015|0.0328|0.197|0.4391|0.0|0.007|y=0
0.016497,0.442655,0.197949,0.01405,0.001124,0.030302,0.220478,0.44384,0.0,0.0019863649607215,47.7234,226.273,5.802589,24.84,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636430,0,1,1,0,0,37170.13,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0165|0.4427|0.1979|0.014|0.0011|0.0303|0.2205|0.4438|0.0|0.002|y=0
0.022263,0.676565,0.196923,0.013431,0.001518,0.036073,0.216713,0.438751,0.0,0.0099772313625855,3.0009,226.273,5.756129,24.84,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636551,0,1,1,0,0,37027.66,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0223|0.6766|0.1969|0.0134|0.0015|0.0361|0.2167|0.4388|0.0|0.01|y=0
0.022263,0.676565,0.196923,0.013431,0.001518,0.036073,0.216713,0.438751,0.0,0.0095756369326062,3.0009,225.35,5.756129,24.848,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636745,0,1,1,0,0,37027.66,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0223|0.6766|0.1969|0.0134|0.0015|0.0361|0.2167|0.4388|0.0|0.0096|y=0
0.020096,0.525753,0.201026,0.024695,0.001226,0.032992,0.203269,0.478471,0.0,0.0068726218589667,4.3548,225.35,5.76271,24.848,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636786,0,1,1,0,0,37321.86,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0201|0.5258|0.201|0.0247|0.0012|0.033|0.2033|0.4785|0.0|0.0069|y=0
0.023623,0.392494,0.198801,0.027224,0.001454,0.026307,0.184665,0.466831,0.0,0.0072265033315471,11.8306,225.35,5.749676,24.848,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636866,0,1,1,0,0,37962.48,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0236|0.3925|0.1988|0.0272|0.0015|0.0263|0.1847|0.4668|0.0|0.0072|y=0
0.023623,0.392494,0.198801,0.027224,0.001454,0.026307,0.184665,0.466831,0.0,0.0053269043267776,11.8306,225.35,5.749676,24.848,0,Water_Heater,waterheater_1__sess_1775216629949,1775216636906,0,1,1,0,0,37962.48,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0236|0.3925|0.1988|0.0272|0.0015|0.0263|0.1847|0.4668|0.0|0.0053|y=0
0.013786,0.483375,0.194872,0.017303,0.00176,0.032741,0.184984,0.490946,0.0,0.0,8.8535,225.35,5.794737,24.848,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637028,0,1,1,0,0,37375.67,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0138|0.4834|0.1949|0.0173|0.0018|0.0327|0.185|0.4909|0.0|0.0|y=0
0.039666,0.53964,0.203219,0.017261,0.00204,0.036484,0.234763,0.497641,0.0,0.0054871114702061,5.9804,224.13,5.747015,24.85,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637186,0,1,1,0,0,37721.25,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0397|0.5396|0.2032|0.0173|0.002|0.0365|0.2348|0.4976|0.0|0.0055|y=0
0.039666,0.53964,0.203219,0.017261,0.00204,0.036484,0.234763,0.497641,0.0,0.0027235449987939,5.9804,224.13,5.747015,24.85,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637288,0,1,1,0,0,37721.25,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0397|0.5396|0.2032|0.0173|0.002|0.0365|0.2348|0.4976|0.0|0.0027|y=0
0.189703,0.982562,0.199211,0.025457,0.002093,0.115267,0.219965,0.45672,0.0,0.0008659120448539,19.8503,224.13,5.75772,24.85,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637369,0,1,1,0,0,35807.01,0,1,3.5,3,real,0,waterheater_1.csv,0,0.1897|0.9826|0.1992|0.0255|0.0021|0.1153|0.22|0.4567|0.0|0.0009|y=0
0.022146,0.523435,0.197279,0.018218,0.001027,0.053547,0.212745,0.635636,0.0,0.0044416602605371,7.32,224.13,5.737114,24.85,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637506,0,1,1,0,0,37412.54,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0221|0.5234|0.1973|0.0182|0.001|0.0535|0.2127|0.6356|0.0|0.0044|y=0
0.022146,0.523435,0.197279,0.018218,0.001027,0.053547,0.212745,0.635636,0.0,0.004010440582513,7.32,224.13,5.737114,24.85,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637586,0,1,1,0,0,37412.54,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0221|0.5234|0.1973|0.0182|0.001|0.0535|0.2127|0.6356|0.0|0.004|y=0
0.022146,0.523435,0.197279,0.018218,0.001027,0.053547,0.212745,0.635636,0.0,0.0035788471825653,7.32,224.13,5.737114,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637626,0,1,1,0,0,37412.54,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0221|0.5234|0.1973|0.0182|0.001|0.0535|0.2127|0.6356|0.0|0.0036|y=0
0.01764,0.478873,0.194872,0.018227,0.001436,0.021349,0.166526,0.588242,0.0,0.0,0.0,224.13,5.821153,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637667,0,1,1,0,0,37046.42,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0176|0.4789|0.1949|0.0182|0.0014|0.0213|0.1665|0.5882|0.0|0.0|y=0
0.031014,0.611401,0.187977,0.018927,0.001339,0.028202,0.256854,0.446952,0.0,0.0166685462758343,8.0234,223.723,5.711135,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637859,0,1,1,0,0,36757.84,0,1,3.5,3,real,0,waterheater_1.csv,0,0.031|0.6114|0.188|0.0189|0.0013|0.0282|0.2569|0.447|0.0|0.0167|y=0
0.031014,0.611401,0.187977,0.018927,0.001339,0.028202,0.256854,0.446952,0.0,0.0135248914121435,8.0234,223.723,5.711135,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216637939,0,1,1,0,0,36757.84,0,1,3.5,3,real,0,waterheater_1.csv,0,0.031|0.6114|0.188|0.0189|0.0013|0.0282|0.2569|0.447|0.0|0.0135|y=0
0.014783,0.475342,0.198974,0.015958,0.001554,0.044335,0.198025,0.425237,0.0,0.0040975490447127,14.9587,223.723,5.765714,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216638020,0,1,1,0,0,37454.28,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0148|0.4753|0.199|0.016|0.0016|0.0443|0.198|0.4252|0.0|0.0041|y=0
0.014783,0.475342,0.198974,0.015958,0.001554,0.044335,0.198025,0.425237,0.0,0.0047846410940938,14.9587,223.723,5.765714,24.861,0,Water_Heater,waterheater_1__sess_1775216629949,1775216638060,0,1,1,0,0,37454.28,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0148|0.4753|0.199|0.016|0.0016|0.0443|0.198|0.4252|0.0|0.0048|y=0
0.019921,0.492204,0.196923,0.020672,0.000917,0.033855,0.203989,0.393581,0.0,0.003069423339372,16.7324,223.723,5.775651,24.864,0,Water_Heater,waterheater_1__sess_1775216629949,1775216638217,0,1,1,0,0,37455.65,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0199|0.4922|0.1969|0.0207|0.0009|0.0339|0.204|0.3936|0.0|0.0031|y=0
0.019921,0.492204,0.196923,0.020672,0.000917,0.033855,0.203989,0.393581,0.0,0.0039236672448718,16.7324,223.723,5.775651,24.864,0,Water_Heater,waterheater_1__sess_1775216629949,1775216638259,0,1,1,0,0,37455.65,0,1,3.5,3,real,0,waterheater_1.csv,0,0.0199|0.4922|0.1969|0.0207|0.0009|0.0339|0.204|0.3936|0.0|0.0039|y=0
