spectral_flux_midhf,residual_crest_factor,edge_spike_ratio,midband_residual_ratio,cycle_nmse,peak_fluct_cv,thd_i,hf_energy_delta,zcv,abs_irms_zscore_vs_baseline,v_rms,i_rms,temp_c,label_arc,load_type,session_id,epoch_ms,uptime_ms,model_pred,feat_valid,current_valid,fault_state,arc_counter,adc_fs_hz,auto_capture,feature_space_version,device_family,device_name,trial_number,division_tag,notes,trusted_normal_session,trial_id,section_id,_source_file,_source_folder,source_kind,source_priority,parsed_load_type,parsed_load_family,section_key,rf_train_row,section_prior,label_trust,arc_like_score,normal_like_score,clean_reason,clean_quality,invalid_off_flag,invalid_loaded_flag,hard_negative,sample_weight,transition_normal,conflict_scope,_feature_sig,_conflict_sig,label_conflict,conflict_policy,device_family_code,context_family_code_runtime,context_family_confidence,ctx_family_resistive_linear,ctx_family_inductive_motor,ctx_family_rectifier_smps,ctx_family_phase_angle_controlled,ctx_family_brush_universal_motor,ctx_family_other_mixed,context_runtime_source,context_augmented
200.0,12.272388,-3.572247,-63.097687,197.3978,2.8861000000000003,200.0,15.982534,0.744891,0.126579,226.517,5.925407,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549827255,33889,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1727976253113224,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|12.2724|-3.5722|-63.0977|197.3978|2.8861|200.0|15.9825|0.7449|0.1266,200.0|12.272|-3.572|-63.098|197.398|2.886|200.0|15.983|0.745|0.127,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,12.674123,-4.284683,-59.032074,4.6487,1.0619999999999998,113.5912817245904,15.774746,0.512205,0.266166,226.517,5.825574,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549827513,34090,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1806599253401404,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|12.6741|-4.2847|-59.0321|4.6487|1.062|113.5913|15.7747|0.5122|0.2662,200.0|12.674|-4.285|-59.032|4.649|1.062|113.591|15.775|0.512|0.266,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,10.793617,-9.247107,-46.90258,200.0,4.102399999999999,200.0,15.925068,0.875292,0.249403,226.517,5.709341,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549827566,34184,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1405756342000766,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|10.7936|-9.2471|-46.9026|200.0|4.1024|200.0|15.9251|0.8753|0.2494,200.0|10.794|-9.247|-46.903|200.0|4.102|200.0|15.925|0.875|0.249,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.952347,-21.452532,-64.592827,200.0,4.2044,106.29920096262637,15.382755,0.67106,0.032745,226.649,5.724297,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549827651,34277,0,1,1,0,18,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,0.9334183354165039,0.4363101788142383,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.9523|-21.4525|-64.5928|200.0|4.2044|106.2992|15.3828|0.6711|0.0327,200.0|3.952|-21.453|-64.593|200.0|4.204|106.299|15.383|0.671|0.033,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,5.887022,-10.306359,-62.668144,200.0,5.2888,103.48681001309399,15.49968,0.940106,0.106899,226.649,5.675343,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549827745,34376,1,1,1,0,11,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0378229795645217,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|5.887|-10.3064|-62.6681|200.0|5.2888|103.4868|15.4997|0.9401|0.1069,200.0|5.887|-10.306|-62.668|200.0|5.289|103.487|15.5|0.94|0.107,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.725493,-17.628902,-63.456425,6.5191,8.9288,113.71166011739639,14.993256,0.18975,0.130453,226.501,5.769253,27.609,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549828304,34944,0,1,1,0,13,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,0.9481018880815986,0.40678411918034435,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.7255|-17.6289|-63.4564|6.5191|8.9288|113.7117|14.9933|0.1898|0.1305,200.0|3.725|-17.629|-63.456|6.519|8.929|113.712|14.993|0.19|0.13,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,8.594973,-8.566835,-49.460052,81.8113,7.1565,130.5148714633686,15.774891,1.005034,0.095271,226.501,5.801327,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549828548,35135,1,1,1,0,10,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1105993281711837,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|8.595|-8.5668|-49.4601|81.8113|7.1565|130.5149|15.7749|1.005|0.0953,200.0|8.595|-8.567|-49.46|81.811|7.156|130.515|15.775|1.005|0.095,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,10.152241,-6.980125,-54.510818,200.0,42.2646,106.42287814748906,15.714003,0.93669,0.035858,226.501,5.817969,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549828601,35229,1,1,1,0,13,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1376075162566668,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|10.1522|-6.9801|-54.5108|200.0|42.2646|106.4229|15.714|0.9367|0.0359,200.0|10.152|-6.98|-54.511|200.0|42.265|106.423|15.714|0.937|0.036,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,12.818705,-3.041783,-47.863899,130.8104,7.3138,100.0,15.166321,0.610131,0.036487,226.501,5.834952,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549828709,35323,1,1,1,0,19,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.180809686130044,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|12.8187|-3.0418|-47.8639|130.8104|7.3138|100.0|15.1663|0.6101|0.0365,200.0|12.819|-3.042|-47.864|130.81|7.314|100.0|15.166|0.61|0.036,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,12.179214,-3.708822,-66.147614,200.0,20.813499999999998,165.14103418142827,16.257423,0.655559,0.108155,226.501,5.885438,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549828790,35422,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.171145419798585,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|12.1792|-3.7088|-66.1476|200.0|20.8135|165.141|16.2574|0.6556|0.1082,200.0|12.179|-3.709|-66.148|200.0|20.813|165.141|16.257|0.656|0.108,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,11.171899,-6.338491,-66.616913,0.2737,5.2465,118.13130455012681,18.0,0.138078,0.317576,226.205,5.757687,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829075,35716,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1383998834625133,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|11.1719|-6.3385|-66.6169|0.2737|5.2465|118.1313|18.0|0.1381|0.3176,200.0|11.172|-6.338|-66.617|0.274|5.246|118.131|18.0|0.138|0.318,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,4.892078,-11.499399,-63.814171,193.69389999999999,3.7308,107.39523187016695,16.356798,0.919869,0.051975,226.205,5.733746,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829183,35809,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.034479453559161,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|4.8921|-11.4994|-63.8142|193.6939|3.7308|107.3952|16.3568|0.9199|0.052,200.0|4.892|-11.499|-63.814|193.694|3.731|107.395|16.357|0.92|0.052,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,6.080417,-10.310225,-64.036858,117.94690000000001,5.7314,106.83289567971428,15.577907,0.598507,0.158831,226.205,5.66089,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829291,35909,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0424211513890813,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|6.0804|-10.3102|-64.0369|117.9469|5.7314|106.8329|15.5779|0.5985|0.1588,200.0|6.08|-10.31|-64.037|117.947|5.731|106.833|15.578|0.599|0.159,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.247347,-17.041756,-61.981056,26.2029,17.5398,108.09236025498197,16.483376,0.544253,0.14221,226.009,5.636605,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829594,36201,0,1,1,0,18,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,0.977047854739189,0.38570163480762076,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.2473|-17.0418|-61.9811|26.2029|17.5398|108.0924|16.4834|0.5443|0.1422,200.0|3.247|-17.042|-61.981|26.203|17.54|108.092|16.483|0.544|0.142,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,10.553078,-8.133892,-47.981602,200.0,4.1859,128.56862521037675,16.68927,1.289785,0.600518,226.009,5.907396,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829660,36294,1,1,1,0,13,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1460713788975563,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|10.5531|-8.1339|-47.9816|200.0|4.1859|128.5686|16.6893|1.2898|0.6005,200.0|10.553|-8.134|-47.982|200.0|4.186|128.569|16.689|1.29|0.601,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,12.017723,-4.189766,-64.996208,200.0,3.5069000000000004,111.11047392095108,15.998467,0.693384,0.228923,226.009,5.799209,27.612,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549829769,36390,1,1,1,0,19,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1661930089745252,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|12.0177|-4.1898|-64.9962|200.0|3.5069|111.1105|15.9985|0.6934|0.2289,200.0|12.018|-4.19|-64.996|200.0|3.507|111.11|15.998|0.693|0.229,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,9.390362,-9.317953,-55.001595,200.0,8.3681,193.20128027435518,16.467566,0.486943,0.185358,225.86,5.717066,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830107,36683,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1130103241124136,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|9.3904|-9.318|-55.0016|200.0|8.3681|193.2013|16.4676|0.4869|0.1854,200.0|9.39|-9.318|-55.002|200.0|8.368|193.201|16.468|0.487|0.185,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.790041,-20.510645,-59.131058,200.0,0.9147000000000001,130.03342447698282,16.625336,1.107683,0.025432,225.86,5.728698,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830136,36776,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,0.9397067095761678,0.4273807069939526,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.79|-20.5106|-59.1311|200.0|0.9147|130.0334|16.6253|1.1077|0.0254,200.0|3.79|-20.511|-59.131|200.0|0.915|130.033|16.625|1.108|0.025,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,6.67186,-9.298839,-62.09259,200.0,9.6954,111.02096553109126,15.174788,0.979385,0.313652,225.86,5.872444,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830231,36869,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0536209579661058,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|6.6719|-9.2988|-62.0926|200.0|9.6954|111.021|15.1748|0.9794|0.3137,200.0|6.672|-9.299|-62.093|200.0|9.695|111.021|15.175|0.979|0.314,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,6.707736,-9.436033,-60.564362,119.8709,6.2364999999999995,125.62179652950378,15.322935,0.865876,0.054888,225.86,5.898231,27.603,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830339,36969,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0631848784845963,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|6.7077|-9.436|-60.5644|119.8709|6.2365|125.6218|15.3229|0.8659|0.0549,200.0|6.708|-9.436|-60.564|119.871|6.236|125.622|15.323|0.866|0.055,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,8.879641,-10.23597,-52.477718,47.112700000000004,2.2384,119.89332371709654,15.817371,0.625653,0.208875,225.86,5.874125,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830558,37169,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0915134956461947,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|8.8796|-10.236|-52.4777|47.1127|2.2384|119.8933|15.8174|0.6257|0.2089,200.0|8.88|-10.236|-52.478|47.113|2.238|119.893|15.817|0.626|0.209,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,11.394016,-4.416944,-62.000294,157.68599999999998,6.036099999999999,107.67750898167175,15.764636,0.780889,0.007468,225.579,5.870615,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830617,37262,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1500713166817842,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|11.394|-4.4169|-62.0003|157.686|6.0361|107.6775|15.7646|0.7809|0.0075,200.0|11.394|-4.417|-62.0|157.686|6.036|107.678|15.765|0.781|0.007,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.888118,-12.47625,-62.506256,62.7762,5.9691,113.37831543661297,14.860388,0.96842,0.122141,225.579,5.813252,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830725,37360,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.020638539122122,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.8881|-12.4762|-62.5063|62.7762|5.9691|113.3783|14.8604|0.9684|0.1221,200.0|3.888|-12.476|-62.506|62.776|5.969|113.378|14.86|0.968|0.122,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,4.316217,-12.229905,-65.429413,200.0,0.3506,108.08364939098438,16.695475,0.971387,0.224748,225.579,5.70873,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549830833,37459,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.0242053864000489,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|4.3162|-12.2299|-65.4294|200.0|0.3506|108.0836|16.6955|0.9714|0.2247,200.0|4.316|-12.23|-65.429|200.0|0.351|108.084|16.695|0.971|0.225,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,3.6026,-13.681883,-46.900108,2.2707,4.0594,100.0,15.578135,0.056605,0.255857,225.579,5.683253,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549831105,37658,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,0.9876728612495134,0.3676428260253017,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|3.6026|-13.6819|-46.9001|2.2707|4.0594|100.0|15.5781|0.0566|0.2559,200.0|3.603|-13.682|-46.9|2.271|4.059|100.0|15.578|0.057|0.256,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
200.0,11.838472,-5.081544,-66.63929,0.08940000000000001,1.3578,109.60238381246474,16.632109,0.286062,0.42261,225.431,5.875397,27.606,0,electric_kettle,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start__sess_1775549807051__start_01,1775549831120,37753,1,1,1,0,20,32768,0,5,resistive_linear,electric_kettle,3,start,,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,Resistive__Electric Kettle__resistive__electric_kettle__trial_3__start,Resistive/Electric Kettle/resistive__electric_kettle__trial_3__start.csv,Resistive/Electric Kettle,real,3,electric_kettle,resistive_linear,start,1,transient_hint,0.8,1.1234212712645884,0.36000000000000004,strong_arc_like_negative,hard_negative,0,0,1,2.8000000000000003,0,Resistive__Electric Kettle__resistive_linear__electric_kettle__trial003,200.0|11.8385|-5.0815|-66.6393|0.0894|1.3578|109.6024|16.6321|0.2861|0.4226,200.0|11.838|-5.082|-66.639|0.089|1.358|109.602|16.632|0.286|0.423,0,none,0,0,1.0,1,0,0,0,0,0,metadata_family,0
