time ntc terminal device_current clamp_current
0 30.6 27.6 13.24 13.11
1 32.3 32.8 13.24 13.1
2 34 38 13.23 13.1
3 35.6 43.5 13.23 13.09
4 36.9 45.8 13.22 13.08
