time ntc estimated terminal device_current clamp_current
0 32.2 33.2 33.5 13.24 13.1
1 33.8 35 43 13.24 13.09
2 35.4 36.8 47 13.23 13.09
3 36.8 38.4 50 13.23 13.08
4 37.6 39.4 53 13.22 13.07
5 38.2 40 56 13.21 13.06
